CD_PROGRAMA_IES;NM_REGIAO;SG_UF_PROGRAMA;SG_ENTIDADE_ENSINO;NM_MUNICIPIO_PROGRAMA_IES;NM_AREA_CONHECIMENTO
22001018021P0;NORDESTE;CE;UFC;FORTALEZA;ENFERMAGEM
22001018023P2;NORDESTE;CE;UFC;FORTALEZA;MEDICINA
22001018024P9;NORDESTE;CE;UFC;FORTALEZA;LINGÜÍSTICA
22001018025P5;NORDESTE;CE;UFC;FORTALEZA;SAÚDE COLETIVA
22001018027P8;NORDESTE;CE;UFC;FORTALEZA;GEOCIÊNCIAS
22001018028P4;NORDESTE;CE;UFC;FORTALEZA;CIÊNCIAS AMBIENTAIS
22001018031P5;NORDESTE;CE;UFC;FORTALEZA;CIÊNCIA DA COMPUTAÇÃO
22001018032P1;NORDESTE;CE;UFC;FORTALEZA;ENGENHARIA ELÉTRICA
22001018033P8;NORDESTE;CE;UFC;FORTALEZA;HISTÓRIA
22001018034P4;NORDESTE;CE;UFC;FORTALEZA;MATERIAIS
22001018035P0;NORDESTE;CE;UFC;FORTALEZA;ENGENHARIA QUÍMICA
22001018036P7;NORDESTE;CE;UFC;FORTALEZA;ENGENHARIA DE TRANSPORTES
22001018037P3;NORDESTE;CE;UFC;FORTALEZA;FILOSOFIA
22001018040P4;NORDESTE;CE;UFC;FORTALEZA;CIÊNCIAS AMBIENTAIS
22001018042P7;NORDESTE;CE;UFC;FORTALEZA;MICROBIOLOGIA
22001018043P3;NORDESTE;CE;UFC;FORTALEZA;PSICOLOGIA
22001018044P0;NORDESTE;CE;UFC;FORTALEZA;GEOGRAFIA
22001018046P2;NORDESTE;CE;UFC;FORTALEZA;ODONTOLOGIA
22001018047P9;NORDESTE;CE;UFC;FORTALEZA;MEDICINA
22001018048P5;NORDESTE;CE;UFC;FORTALEZA;ENGENHARIA ELÉTRICA
22001018049P1;NORDESTE;CE;UFC;FORTALEZA;INTERDISCIPLINAR
22001018050P0;NORDESTE;CE;UFC;FORTALEZA;ENGENHARIA DE PRODUÇÃO
22001018052P2;NORDESTE;CE;UFC;FORTALEZA;FARMACOLOGIA
22001018053P9;NORDESTE;CE;UFC;FORTALEZA;ECONOMIA
22001018054P5;NORDESTE;CE;UFC;FORTALEZA;ENGENHARIA MECÂNICA
22001018055P1;NORDESTE;CE;UFC;FORTALEZA;INTERDISCIPLINAR
22001018058P0;NORDESTE;CE;UFC;FORTALEZA;ECOLOGIA
22001018059P7;NORDESTE;CE;UFC;FORTALEZA;ENGENHARIA CIVIL
22001018061P1;NORDESTE;CE;UFC;FORTALEZA;ENSINO
22001018063P4;NORDESTE;CE;UFC;FORTALEZA;COMUNICAÇÃO
22001018064P0;NORDESTE;CE;UFC;SOBRAL;INTERDISCIPLINAR
22001018065P7;NORDESTE;CE;UFC;FORTALEZA;ADMINISTRAÇÃO
22001018071P7;NORDESTE;CE;UFC;FORTALEZA;ADMINISTRAÇÃO
22001018072P3;NORDESTE;CE;UFC;FORTALEZA;FARMÁCIA
22001018073P0;NORDESTE;CE;UFC;SOBRAL;INTERDISCIPLINAR
22001018074P6;NORDESTE;RN;UFRN;NATAL;CIÊNCIAS AMBIENTAIS
22001018078P1;NORDESTE;CE;UFC;FORTALEZA;ARTES
22001018079P8;NORDESTE;CE;UFC;SOBRAL;MEDICINA
22001018080P6;NORDESTE;CE;UFC;FORTALEZA;BIOTECNOLOGIA
22001018081P2;NORDESTE;CE;UFC;SOBRAL;ENGENHARIA ELÉTRICA
22001018082P9;NORDESTE;CE;UFC;FORTALEZA;MORFOLOGIA
22001018083P5;NORDESTE;CE;UFC;FORTALEZA;LETRAS
22001018084P1;NORDESTE;CE;UFC;FORTALEZA;ARQUITETURA E URBANISMO
22001018085P8;NORDESTE;CE;UFC;FORTALEZA;CIÊNCIA DA INFORMAÇÃO
22001018086P4;NORDESTE;CE;UFC;FORTALEZA;MEDICINA
22001018087P0;NORDESTE;CE;UFC;FORTALEZA;INTERDISCIPLINAR
22001018088P7;NORDESTE;CE;UFC;FORTALEZA;INTERDISCIPLINAR
22002014001P5;NORDESTE;CE;UNIFOR;FORTALEZA;ADMINISTRAÇÃO
22002014002P1;NORDESTE;CE;UNIFOR;FORTALEZA;CIÊNCIA DA COMPUTAÇÃO
22002014003P8;NORDESTE;CE;UNIFOR;FORTALEZA;DIREITO
22002014004P4;NORDESTE;CE;UNIFOR;FORTALEZA;SAÚDE COLETIVA
22002014005P0;NORDESTE;CE;UNIFOR;FORTALEZA;PSICOLOGIA
22002014007P3;NORDESTE;CE;UNIFOR;FORTALEZA;MEDICINA
22002014008P0;NORDESTE;CE;UNIFOR;FORTALEZA;DIREITO
22002014009P6;NORDESTE;CE;UNIFOR;FORTALEZA;ADMINISTRAÇÃO
22002014010P4;NORDESTE;CE;UNIFOR;FORTALEZA;ODONTOLOGIA
22002014011P0;NORDESTE;CE;UNIFOR;FORTALEZA;ARQUITETURA E URBANISMO
22002014012P7;NORDESTE;CE;UNIFOR;FORTALEZA;ENFERMAGEM
22003010001P1;NORDESTE;CE;UECE;FORTALEZA;MEDICINA VETERINÁRIA
22003010004P0;NORDESTE;CE;UECE;FORTALEZA;SAÚDE COLETIVA
22003010006P3;NORDESTE;CE;UECE;FORTALEZA;GEOGRAFIA
22003010007P0;NORDESTE;CE;UECE;FORTALEZA;FISIOLOGIA
22003010008P6;NORDESTE;CE;UECE;FORTALEZA;LETRAS
22003010009P2;NORDESTE;CE;UECE;FORTALEZA;SOCIOLOGIA
22003010010P0;NORDESTE;CE;UECE;FORTALEZA;EDUCAÇÃO
22003010011P7;NORDESTE;CE;UECE;FORTALEZA;FILOSOFIA
22003010012P3;NORDESTE;CE;UECE;FORTALEZA;ENFERMAGEM
22003010013P0;NORDESTE;CE;UECE;FORTALEZA;ADMINISTRAÇÃO
22003010014P6;NORDESTE;CE;UECE;FORTALEZA;INTERDISCIPLINAR
22003010015P2;NORDESTE;CE;UECE;FORTALEZA;INTERDISCIPLINAR
22003010016P9;NORDESTE;CE;UECE;FORTALEZA;CIÊNCIA DA COMPUTAÇÃO
22003010017P5;NORDESTE;PE;UFRPE;RECIFE;BIOTECNOLOGIA
22003010018P1;NORDESTE;CE;UECE;FORTALEZA;CIÊNCIA DA COMPUTAÇÃO
22003010019P8;NORDESTE;CE;UECE;FORTALEZA;SOCIOLOGIA
22003010020P6;NORDESTE;CE;UECE;FORTALEZA;HISTÓRIA
22003010021P2;NORDESTE;CE;UECE;FORTALEZA;SAÚDE COLETIVA
22003010022P9;NORDESTE;CE;UECE;FORTALEZA;NUTRIÇÃO
22003010023P5;NORDESTE;CE;UECE;FORTALEZA;INTERDISCIPLINAR
22003010024P1;NORDESTE;CE;UECE;FORTALEZA;TURISMO
22003010025P8;NORDESTE;CE;UECE;FORTALEZA;SERVIÇO SOCIAL
22003010026P4;NORDESTE;CE;UECE;FORTALEZA;INTERDISCIPLINAR
22003010027P0;NORDESTE;CE;UECE;LIMOEIRO DO NORTE;EDUCAÇÃO
22003010028P7;NORDESTE;CE;UECE;FORTALEZA;BIOTECNOLOGIA
22003010070P3;NORDESTE;CE;UECE;FORTALEZA;GEOCIÊNCIAS
22003010071P0;NORDESTE;CE;UECE;FORTALEZA;SAÚDE COLETIVA
22003010072P6;NORDESTE;CE;UECE;FORTALEZA;INTERDISCIPLINAR
22003010073P2;NORDESTE;CE;UECE;FORTALEZA;MEDICINA
22004017002P4;NORDESTE;CE;UVA-CE;SOBRAL;ZOOTECNIA
22004017003P0;NORDESTE;CE;UVA-CE;SOBRAL;GEOGRAFIA
22005013001P4;NORDESTE;CE;URCA;CRATO;ECOLOGIA
22005013002P0;NORDESTE;CE;URCA;CRATO;ENFERMAGEM
22008012001P3;NORDESTE;CE;IFCE;FORTALEZA;ENGENHARIA SANITÁRIA
22008012002P0;NORDESTE;CE;IFCE;LIMOEIRO DO NORTE;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
22008012003P6;NORDESTE;CE;IFCE;FORTALEZA;ENGENHARIA ELÉTRICA
22008012004P2;NORDESTE;CE;IFCE;FORTALEZA;CIÊNCIA DA COMPUTAÇÃO
22008012005P9;NORDESTE;CE;IFCE;FORTALEZA;INTERDISCIPLINAR
22008012006P5;NORDESTE;CE;IFCE;FORTALEZA;ENSINO
22011013001P0;NORDESTE;CE;UNILAB;REDENÇÃO;INTERDISCIPLINAR
22011013002P7;NORDESTE;CE;UNILAB;REDENÇÃO;INTERDISCIPLINAR
22011013003P3;NORDESTE;CE;UNILAB;REDENÇÃO;ENFERMAGEM
22012010001P0;NORDESTE;CE;UNI7;FORTALEZA;DIREITO
22021019001P2;NORDESTE;CE;INTA;SOBRAL;BIOTECNOLOGIA
22033017001P7;NORDESTE;CE;UFCA;JUAZEIRO DO NORTE;CIÊNCIAS AMBIENTAIS
22033017002P3;NORDESTE;CE;UFCA;JUAZEIRO DO NORTE;CIÊNCIA DA INFORMAÇÃO
23001011001P1;NORDESTE;RN;UFRN;NATAL;EDUCAÇÃO
23001011003P4;NORDESTE;RN;UFRN;NATAL;PSICOLOGIA
23001011004P0;NORDESTE;RN;UFRN;NATAL;SOCIOLOGIA
23001011005P7;NORDESTE;RN;UFRN;NATAL;ODONTOLOGIA
23001011007P0;NORDESTE;RN;UFRN;NATAL;ADMINISTRAÇÃO
23001011008P6;NORDESTE;RN;UFRN;NATAL;ENGENHARIA ELÉTRICA
23001011009P2;NORDESTE;RN;UFRN;NATAL;ENGENHARIA MECÂNICA
23001011010P0;NORDESTE;RN;UFRN;NATAL;FÍSICA
23001011011P7;NORDESTE;RN;UFRN;NATAL;ENGENHARIA QUÍMICA
23001011012P3;NORDESTE;RN;UFRN;NATAL;QUÍMICA
23001011013P0;NORDESTE;RN;UFRN;NATAL;LETRAS
23001011015P2;NORDESTE;RN;UFRN;NATAL;ECOLOGIA
23001011018P1;NORDESTE;RN;UFRN;NATAL;GEOCIÊNCIAS
23001011020P6;NORDESTE;RN;UFRN;NATAL;BIOQUÍMICA
23001011021P2;NORDESTE;RN;UFRN;NATAL;ENGENHARIA DE PRODUÇÃO
23001011022P9;NORDESTE;RN;UFRN;NATAL;CIÊNCIA DA COMPUTAÇÃO
23001011023P5;NORDESTE;RN;UFRN;NATAL;ENGENHARIA SANITÁRIA
23001011024P1;NORDESTE;RN;UFRN;NATAL;ARQUITETURA E URBANISMO
23001011025P8;NORDESTE;RN;UFRN;NATAL;PSICOLOGIA
23001011026P4;NORDESTE;RN;UFRN;NATAL;MATERIAIS
23001011027P0;NORDESTE;RN;UFRN;NATAL;SERVIÇO SOCIAL
23001011028P7;NORDESTE;RN;UFRN;NATAL;GEOGRAFIA
23001011029P3;NORDESTE;RN;UFRN;NATAL;ENFERMAGEM
23001011030P1;NORDESTE;RN;UFRN;NATAL;FILOSOFIA
23001011031P8;NORDESTE;RN;UFRN;NATAL;MEDICINA
23001011032P4;NORDESTE;RN;UFRN;NATAL;ENSINO
23001011033P0;NORDESTE;RN;UFRN;NATAL;ODONTOLOGIA
23001011034P7;NORDESTE;RN;UFRN;NATAL;DIREITO
23001011035P3;NORDESTE;RN;UFRN;NATAL;BIOLOGIA GERAL
23001011036P0;NORDESTE;RN;UFRN;NATAL;CIÊNCIAS AMBIENTAIS
23001011037P6;NORDESTE;RN;UFRN;NATAL;ANTROPOLOGIA
23001011038P2;NORDESTE;RN;UFRN;NATAL;HISTÓRIA
23001011039P9;NORDESTE;RN;UFRN;NATAL;ECONOMIA
23001011040P7;NORDESTE;RN;UFRN;NATAL;FARMÁCIA
23001011041P3;NORDESTE;RN;UFRN;NATAL;ENGENHARIA MECÂNICA
23001011042P0;NORDESTE;RN;UFRN;NATAL;PROBABILIDADE E ESTATÍSTICA
23001011043P6;NORDESTE;RN;UFRN;NATAL;FISIOTERAPIA E TERAPIA OCUPACIONAL
23001011044P2;NORDESTE;RN;UFRN;NATAL;ARTES
23001011046P5;NORDESTE;RN;UFRN;NATAL;TURISMO
23001011047P1;NORDESTE;RN;UFRN;NATAL;FARMÁCIA
23001011050P2;NORDESTE;RN;UFRN;NATAL;ZOOTECNIA
23001011051P9;NORDESTE;RN;UFRN;NATAL;ENGENHARIA CIVIL
23001011052P5;NORDESTE;RN;UFRN;NATAL;ARQUITETURA E URBANISMO
23001011053P1;NORDESTE;RN;UFRN;NATAL;COMUNICAÇÃO
23001011054P8;NORDESTE;RN;UFRN;NATAL;FISIOLOGIA
23001011055P4;NORDESTE;RN;UFRN;NATAL;PLANEJAMENTO URBANO E REGIONAL
23001011056P0;NORDESTE;RN;UFRN;NATAL;GEOCIÊNCIAS
23001011057P7;NORDESTE;RN;UFRN;NATAL;ADMINISTRAÇÃO
23001011058P3;NORDESTE;RN;UFRN;NATAL;DEMOGRAFIA
23001011059P0;NORDESTE;RN;UFRN;NATAL;ZOOLOGIA
23001011060P8;NORDESTE;RN;UFRN;NATAL;EDUCAÇÃO FÍSICA
23001011061P4;NORDESTE;RN;UFRN;MACAÍBA;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
23001011062P0;NORDESTE;RN;UFRN;NATAL;DESENHO INDUSTRIAL
23001011063P7;NORDESTE;RN;UFRN;NATAL;ENSINO
23001011066P6;NORDESTE;RN;UFRN;NATAL;INTERDISCIPLINAR
23001011067P2;NORDESTE;RN;UFRN;NATAL;ARTES
23001011068P9;NORDESTE;RN;UFRN;NATAL;ENGENHARIA ELÉTRICA
23001011069P5;NORDESTE;RN;UFRN;NATAL;LETRAS
23001011070P3;NORDESTE;RN;UFRN;NATAL;MORFOLOGIA
23001011071P0;NORDESTE;RN;UFRN;NATAL;CIÊNCIA DA COMPUTAÇÃO
23001011072P6;NORDESTE;RN;UFRN;NATAL;SAÚDE COLETIVA
23001011073P2;NORDESTE;RN;UFRN;NATAL;PARASITOLOGIA
23001011074P9;NORDESTE;RN;UFRN;NATAL;ENGENHARIA MECÂNICA
23001011075P5;NORDESTE;RN;UFRN;NATAL;NUTRIÇÃO
23001011076P1;NORDESTE;RN;UFRN;NATAL;ADMINISTRAÇÃO
23001011077P8;NORDESTE;RN;UFRN;NATAL;ENSINO
23001011078P4;NORDESTE;RN;UFRN;NATAL;GEOGRAFIA
23001011079P0;NORDESTE;RN;UFRN;NATAL;INTERDISCIPLINAR
23001011080P9;NORDESTE;RN;UFRN;NATAL;CIÊNCIA DA INFORMAÇÃO
23001011170P8;NORDESTE;RN;UFRN;NATAL;GENÉTICA
23001011171P4;NORDESTE;RN;UFRN;NATAL;SAÚDE COLETIVA
23001011173P7;NORDESTE;RN;UFRN;NATAL;FISIOTERAPIA E TERAPIA OCUPACIONAL
23002018002P4;NORDESTE;RN;UERN;MOSSORÓ;CIÊNCIA DA COMPUTAÇÃO
23002018003P0;NORDESTE;RN;UERN;MOSSORÓ;FÍSICA
23002018004P7;NORDESTE;RN;UERN;PAU DOS FERROS;LETRAS
23002018005P3;NORDESTE;RN;UERN;MOSSORÓ;CIÊNCIAS AMBIENTAIS
23002018006P0;NORDESTE;RN;UERN;MOSSORÓ;EDUCAÇÃO
23002018007P6;NORDESTE;RN;UERN;MOSSORÓ;MEDICINA
23002018008P2;NORDESTE;RN;UERN;MOSSORÓ;INTERDISCIPLINAR
23002018009P9;NORDESTE;RN;UERN;PAU DOS FERROS;ENSINO
23002018010P7;NORDESTE;RN;UERN;MOSSORÓ;SERVIÇO SOCIAL
23002018070P0;NORDESTE;RN;UERN;PAU DOS FERROS;PLANEJAMENTO URBANO E REGIONAL
23002018071P6;NORDESTE;RN;UERN;MOSSORÓ;ENSINO
23002018072P2;NORDESTE;RN;UERN;MOSSORÓ;ECONOMIA
23002018073P9;NORDESTE;RN;UERN;MOSSORÓ;LETRAS
23002018074P5;NORDESTE;RN;UERN;MOSSORÓ;GEOGRAFIA
23003014011P0;NORDESTE;RN;UFERSA;MOSSORÓ;AGRONOMIA
23003014013P2;NORDESTE;RN;UFERSA;MOSSORÓ;MEDICINA VETERINÁRIA
23003014016P1;NORDESTE;RN;UFERSA;MOSSORÓ;CIÊNCIAS AMBIENTAIS
23003014017P8;NORDESTE;RN;UFERSA;MOSSORÓ;ENGENHARIA ELÉTRICA
23003014018P4;NORDESTE;RN;UFERSA;MOSSORÓ;AGRONOMIA
23003014019P0;NORDESTE;RN;UFERSA;MOSSORÓ;ECOLOGIA
23003014051P1;NORDESTE;RN;UFERSA;MOSSORÓ;MATERIAIS
23003014072P9;NORDESTE;RN;UFERSA;MOSSORÓ;INTERDISCIPLINAR
23004010002P7;NORDESTE;RN;UNP;NATAL;ADMINISTRAÇÃO
23004010003P3;NORDESTE;RN;UNP;NATAL;ENGENHARIA QUÍMICA
23004010004P0;NORDESTE;RN;UNP;NATAL;BIOTECNOLOGIA
23004010005P6;NORDESTE;RN;UNP;NATAL;PSICOLOGIA
23004010007P9;NORDESTE;RN;UNP;NATAL;BIOTECNOLOGIA
23004010008P5;NORDESTE;RN;UNP;NATAL;ADMINISTRAÇÃO
23005017001P7;NORDESTE;RN;IFRN;NATAL;EDUCAÇÃO
23005017002P3;NORDESTE;RN;IFRN;NATAL;CIÊNCIAS AMBIENTAIS
23009004001P7;NORDESTE;CE;UNICHRISTUS;FORTALEZA;MEDICINA
23009004002P3;NORDESTE;CE;UNICHRISTUS;FORTALEZA;ENSINO
24001015001P4;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;EDUCAÇÃO
24001015002P0;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;FÍSICA
24001015004P3;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;SOCIOLOGIA
24001015005P0;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;FILOSOFIA
24001015010P3;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ENGENHARIA MECÂNICA
24001015012P6;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ENGENHARIA DE PRODUÇÃO
24001015015P5;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;FARMÁCIA
24001015016P1;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ENFERMAGEM
24001015017P8;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ADMINISTRAÇÃO
24001015019P0;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;SERVIÇO SOCIAL
24001015025P0;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
24001015027P3;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ECONOMIA
24001015029P6;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ZOOLOGIA
24001015030P4;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;QUÍMICA
24001015034P0;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ODONTOLOGIA
24001015035P6;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;MATEMÁTICA
24001015037P9;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;DIREITO
24001015038P5;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;CIÊNCIAS AMBIENTAIS
24001015040P0;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ENGENHARIA CIVIL
24001015041P6;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;NUTRIÇÃO
24001015042P2;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;GEOGRAFIA
24001015044P5;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ARTES
24001015045P1;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;HISTÓRIA
24001015046P8;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;FILOSOFIA
24001015047P4;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;CIÊNCIA DA COMPUTAÇÃO
24001015048P0;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;LINGÜÍSTICA
24001015049P7;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;CIÊNCIA DA INFORMAÇÃO
24001015050P5;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;TEOLOGIA
24001015051P1;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;LETRAS
24001015052P8;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ARQUITETURA E URBANISMO
24001015053P4;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;COMUNICAÇÃO
24001015054P0;NORDESTE;PB;UFPB/J.P.;BANANEIRAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
24001015055P7;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;INTERDISCIPLINAR
24001015056P3;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ARTES
24001015057P0;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;BIOLOGIA GERAL
24001015058P6;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;MATEMÁTICA
24001015059P2;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ADMINISTRAÇÃO
24001015060P0;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ANTROPOLOGIA
24001015061P7;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;MATERIAIS
24001015062P3;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ENGENHARIA ELÉTRICA
24001015063P0;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;PSICOLOGIA
24001015064P6;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;AGRONOMIA
24001015065P2;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;INTERDISCIPLINAR
24001015066P9;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;LINGÜÍSTICA
24001015067P5;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;PSICOLOGIA
24001015068P1;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;COMUNICAÇÃO
24001015069P8;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ECONOMIA
24001015071P2;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;INTERDISCIPLINAR
24001015072P9;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ENGENHARIA MECÂNICA
24001015073P5;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;EDUCAÇÃO
24001015074P1;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;BIOTECNOLOGIA
24001015075P8;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ADMINISTRAÇÃO
24001015076P4;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ENGENHARIA QUÍMICA
24001015077P0;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ENFERMAGEM
24001015078P7;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ARTES
24001015079P3;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;ADMINISTRAÇÃO
24001015080P1;NORDESTE;PB;UFPB/J.P.;JOÃO PESSOA;CIÊNCIA POLÍTICA
24001031020P0;NORDESTE;PB;UFPB/AREIA;AREIA;AGRONOMIA
24001031021P6;NORDESTE;PB;UFPB/AREIA;AREIA;AGRONOMIA
24001031024P5;NORDESTE;PB;UFPB/AREIA;AREIA;ZOOTECNIA
24001031025P1;NORDESTE;PB;UFPB/AREIA;AREIA;MEDICINA VETERINÁRIA
24001031026P8;NORDESTE;PB;UFPB/AREIA;AREIA;ECOLOGIA
24001040001P4;NORDESTE;PB;UFPB/RT;RIO TINTO;ECOLOGIA
24003018001P7;NORDESTE;PB;UNIPÊ;JOÃO PESSOA;DIREITO
24004014004P2;NORDESTE;PB;UEPB;CAMPINA GRANDE;LETRAS
24004014005P9;NORDESTE;PB;UEPB;CAMPINA GRANDE;ENGENHARIA SANITÁRIA
24004014006P5;NORDESTE;PB;UEPB;CAMPINA GRANDE;ENSINO
24004014007P1;NORDESTE;PB;UEPB;JOÃO PESSOA;CIÊNCIA POLÍTICA
24004014008P8;NORDESTE;PB;UEPB;CAMPINA GRANDE;PLANEJAMENTO URBANO E REGIONAL
24004014009P4;NORDESTE;PB;UEPB;CAMPINA GRANDE;SAÚDE COLETIVA
24004014010P2;NORDESTE;PB;UEPB;CAMPINA GRANDE;ODONTOLOGIA
24004014011P9;NORDESTE;PB;UEPB;CAMPINA GRANDE;ECOLOGIA
24004014012P5;NORDESTE;PB;UEPB;CAMPINA GRANDE;AGRONOMIA
24004014013P1;NORDESTE;PB;UEPB;CAMPINA GRANDE;EDUCAÇÃO
24004014014P8;NORDESTE;PB;UEPB;CAMPINA GRANDE;FARMÁCIA
24004014015P4;NORDESTE;PB;UEPB;CAMPINA GRANDE;SERVIÇO SOCIAL
24004014016P0;NORDESTE;PB;UEPB;CAMPINA GRANDE;MEDICINA
24004014017P7;NORDESTE;PB;UEPB;CAMPINA GRANDE;ENSINO
24004014018P3;NORDESTE;PB;UEPB;CAMPINA GRANDE;PSICOLOGIA
24004014070P5;NORDESTE;PB;UEPB;CAMPINA GRANDE;QUÍMICA
24007013001P2;NORDESTE;PB;IFPB;JOÃO PESSOA;ENGENHARIA ELÉTRICA
24009016001P5;NORDESTE;PB;UFCG;CAMPINA GRANDE;GEOCIÊNCIAS
24009016002P1;NORDESTE;PB;UFCG;CAMPINA GRANDE;ENGENHARIA CIVIL
24009016003P8;NORDESTE;PB;UFCG;CAMPINA GRANDE;ENGENHARIA ELÉTRICA
24009016004P4;NORDESTE;PB;UFCG;CAMPINA GRANDE;ENGENHARIA QUÍMICA
24009016005P0;NORDESTE;PB;UFCG;CAMPINA GRANDE;CIÊNCIA DA COMPUTAÇÃO
24009016007P3;NORDESTE;PB;UFCG;CAMPINA GRANDE;ENGENHARIA AGRÍCOLA
24009016009P6;NORDESTE;PB;UFCG;CAMPINA GRANDE;CIÊNCIAS AMBIENTAIS
24009016010P4;NORDESTE;PB;UFCG;CAMPINA GRANDE;ENGENHARIA QUÍMICA
24009016011P0;NORDESTE;PB;UFCG;PATOS;MEDICINA VETERINÁRIA
24009016012P7;NORDESTE;PB;UFCG;CAMPINA GRANDE;MATEMÁTICA
24009016013P3;NORDESTE;PB;UFCG;PATOS;ZOOTECNIA
24009016014P0;NORDESTE;PB;UFCG;CAMPINA GRANDE;ENGENHARIA DE MATERIAIS E METALÚRGICA
24009016015P6;NORDESTE;PB;UFCG;CAMPINA GRANDE;LETRAS
24009016017P9;NORDESTE;PB;UFCG;CAMPINA GRANDE;FÍSICA
24009016018P5;NORDESTE;PB;UFCG;CAMPINA GRANDE;HISTÓRIA
24009016019P1;NORDESTE;PB;UFCG;CAMPINA GRANDE;SOCIOLOGIA
24009016021P6;NORDESTE;PB;UFCG;CAMPINA GRANDE;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
24009016025P1;NORDESTE;PB;UFCG;CAMPINA GRANDE;ENGENHARIA MECÂNICA
24009016026P8;NORDESTE;PB;UFCG;CAMPINA GRANDE;CIÊNCIAS AMBIENTAIS
24009016028P0;NORDESTE;PB;UFCG;POMBAL;AGRONOMIA
24009016029P7;NORDESTE;PB;UFCG;CAMPINA GRANDE;GEOCIÊNCIAS
24009016030P5;NORDESTE;PB;UFCG;CAMPINA GRANDE;BIOTECNOLOGIA
24009016031P1;NORDESTE;PB;UFCG;CAMPINA GRANDE;DESENHO INDUSTRIAL
24009016071P3;NORDESTE;PB;UFCG;CAMPINA GRANDE;EDUCAÇÃO
25001019001P7;NORDESTE;PE;UFPE;RECIFE;EDUCAÇÃO
25001019002P3;NORDESTE;PE;UFPE;RECIFE;FÍSICA
25001019003P0;NORDESTE;PE;UFPE;RECIFE;MATEMÁTICA
25001019004P6;NORDESTE;PE;UFPE;RECIFE;CIÊNCIA DA COMPUTAÇÃO
25001019007P5;NORDESTE;PE;UFPE;RECIFE;GEOCIÊNCIAS
