"";"CD_PROGRAMA_IES";"Count";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"Prof_Perm";"Soma_patentes";"Soma_produtos";"Soma_Aplicativos";"Forma_docente";"Forma_discente";"Colabora_cientifica";"CP";"Indice_MI";"Patente_prof";"Produto_prof";"App_prof";"Indice_PT";"new_indice_PT"
"2198";"41001010009P7";2198;3;0;1976;0;6;25;9;0;1;2;185714286;543478261;1;482298137;36;0;4;133333333;421,24
"2199";"41001010010P5";2199;3;0;1978;0;4;29;0;0;0;333333333;337837838;555274688;40047619;406730512;0;0;0;0;363,137931034483
"2200";"41001010014P0";2200;3;0;1971;0;6;30;0;0;0;288888889;298969072;461324786;1;512295687;0;0;0;0;351,033333333333
"2201";"41001010020P0";2201;3;0;1988;0;5;27;6;0;1;222222222;81632653;47484639;875;413425316;222222222;0;37037037;86419753;390,037037037037
"2202";"41001010022P3";2202;3;0;1971;0;7;45;10;0;0;259259259;126213592;418897306;166666667;242759206;222222222;0;0;74074074;234,022222222222
"2203";"41001010025P2";2203;3;0;1992;0;4;29;0;0;24;32183908;213483146;605222734;1;53513624;0;0;827586207;275862069;363,137931034483
"2204";"41001010027P5";2204;3;0;1994;0;4;19;0;0;0;421052632;352941176;48573201;25;377431454;0;0;0;0;554,263157894737
"2205";"41001010031P2";2205;3;0;1994;0;6;20;30;1;1;516666667;341176471;503564815;75;527851988;1;5;5;366666667;526,55
"2206";"41001010033P5";2206;3;0;1994;0;5;18;2;1;1;611111111;284210526;506759259;25;413020224;111111111;55555556;55555556;74074074;585,055555555556
"2207";"41001010035P8";2207;3;0;1995;0;5;25;7;4;2;506666667;486486486;49858156;1;622933678;28;16;8;173333333;421,24
"2208";"41001010047P6";2208;3;0;2001;0;4;19;0;0;0;350877193;18;499643875;1;507630267;0;0;0;0;554,263157894737
"2209";"41001010050P7";2209;3;0;2002;0;6;28;0;0;2;333333333;359550562;415158497;5;402010598;0;0;71428571;23809524;376,107142857143
"2210";"41001010054P2";2210;3;0;2004;0;4;15;0;0;0;377777778;25;501900585;75;469919591;0;0;0;0;702,066666666667
"2211";"41001010055P9";2211;3;0;2004;0;5;32;0;0;17;520833333;402877698;654262404;8125;597618359;0;0;53125;177083333;329,09375
"2212";"41001010064P8";2212;3;0;2007;0;4;9;0;0;0;740740741;512195122;502083333;5;563754799;0;0;0;0;1170,11111111111
"2213";"41001010069P0";2213;3;0;2008;0;5;16;6;0;0;541666667;447368421;529356061;25;442097787;375;0;0;125;658,1875
"2214";"41001010070P8";2214;3;0;2008;0;4;15;0;0;0;533333333;407407407;508333333;1;612268519;0;0;0;0;702,066666666667
"2215";"41001010086P1";2215;3;0;2012;1;4;14;1;0;4;666666667;735294118;831884058;1;808461211;71428571;0;285714286;119047619;752,214285714286
"2216";"41001010087P8";2216;3;0;2014;0;3;15;1;0;6;6;62195122;928571429;25;600130662;66666667;0;4;155555556;702,066666666667
"2217";"41001010088P4";2217;3;0;2015;0;3;24;0;1;0;402777778;538461538;674489796;1;653932278;0;41666667;0;13888889;438,791666666667
"2218";"41002016001P9";2218;2;0;1995;0;3;16;3;0;3;604166667;40625;472630719;410984848;473508059;1875;0;1875;125;658,1875
"2219";"41002016003P1";2219;2;0;1997;0;5;13;0;0;0;256410256;285714286;4125;428571429;345798993;0;0;0;0;810,076923076923
"2220";"41002016004P8";2220;2;0;1997;0;4;20;0;0;0;5;142857143;422181991;604487179;417381578;0;0;0;0;526,55
"2221";"41002016005P4";2221;2;0;2002;0;5;15;0;0;0;755555556;363636364;588235294;361764706;51729798;0;0;0;0;702,066666666667
"2222";"41002016007P7";2222;2;0;2003;0;5;16;0;0;0;5;147058824;301136364;518650794;366711495;0;0;0;0;658,1875
"2223";"41002016008P3";2223;2;0;2002;0;4;16;0;0;0;479166667;214285714;40625;428947368;382162437;0;0;0;0;658,1875
"2224";"41002016009P0";2224;2;0;2004;1;4;12;6;0;15;416666667;407407407;584712644;450840336;464906763;5;0;1;5;877,583333333333
"2225";"41002016010P8";2225;2;0;2005;0;4;16;0;0;0;75;42;58125;491176471;560606618;0;0;0;0;658,1875
"2226";"41002016011P4";2226;2;0;2006;0;3;11;1;0;0;272727273;708333333;527777778;440972222;487452652;90909091;0;0;3030303;957,363636363636
"2227";"41002016012P0";2227;2;0;2006;1;4;15;0;6;6;488888889;695652174;506416667;388425926;519845914;0;4;4;266666667;702,066666666667
"2228";"41002016013P7";2228;2;0;2007;0;4;20;0;0;0;216666667;314814815;475958995;376666667;346026786;0;0;0;0;526,55
"2229";"41002016014P3";2229;2;0;2007;0;3;13;0;0;1;538461538;56;550595238;503571429;538157051;0;0;76923077;25641026;810,076923076923
"2230";"41002016015P0";2230;2;0;2007;0;4;22;0;1;0;5;353846154;529469086;389880952;443299048;0;45454545;0;15151515;478,681818181818
"2231";"41002016016P6";2231;2;0;2007;1;4;18;0;0;0;537037037;75;665271132;512962963;616317783;0;0;0;0;585,055555555556
"2232";"41002016018P9";2232;2;0;2009;0;3;16;3;9;6;458333333;282051282;464197531;350793651;388843949;1875;5625;375;375;658,1875
"2233";"41002016019P5";2233;2;0;2011;0;3;11;0;1;2;333333333;6;530059524;326388889;447445437;0;90909091;181818182;90909091;957,363636363636
"2234";"41002016020P3";2234;2;0;2011;0;3;14;0;1;7;571428571;523809524;570023579;389473684;51368384;0;71428571;5;19047619;752,214285714286
"2235";"41002016021P0";2235;2;0;2011;0;3;16;0;0;0;5625;53125;622916667;491145833;551953125;0;0;0;0;658,1875
"2236";"41002016022P6";2236;2;0;2011;0;3;13;0;12;0;717948718;6;607051282;451470588;594117647;0;923076923;0;307692308;810,076923076923
"2237";"41002016023P2";2237;2;0;2012;0;3;15;1;0;2;577777778;596491228;632417582;394791667;550369564;66666667;0;133333333;66666667;702,066666666667
"2238";"41002016024P9";2238;2;0;2012;0;3;17;0;0;0;392156863;666666667;560817805;396568627;504052491;0;0;0;0;619,470588235294
"2239";"41002016025P5";2239;2;0;2013;1;3;11;0;2;8;757575758;5;501612903;560416667;579901332;0;181818182;727272727;303030303;957,363636363636
"2240";"41002016156P2";2240;2;0;2015;0;3;14;0;0;1;380952381;521126761;493430604;412745098;452063711;0;0;71428571;23809524;752,214285714286
"2241";"41002016157P9";2241;2;0;2015;0;3;8;0;0;0;666666667;611111111;561111111;425;565972222;0;0;0;0;1316,375
"2242";"41002016158P5";2242;2;0;2015;0;3;12;0;0;1;722222222;688888889;573354342;524479167;627236155;0;0;83333333;27777778;877,583333333333
"2243";"41002016161P6";2243;2;0;2015;1;3;15;0;0;0;688888889;414285714;57191358;519791667;548719963;0;0;0;0;702,066666666667
"2244";"41002016162P2";2244;2;0;2016;0;3;11;0;0;0;272727273;785714286;605235043;4;51591915;0;0;0;0;957,363636363636
"2245";"41002016163P9";2245;2;0;2016;0;4;12;0;0;0;638888889;1;661231884;602564103;725671219;0;0;0;0;877,583333333333
"2246";"41002016164P5";2246;2;0;2016;0;3;12;0;0;0;833333333;770833333;814814815;613461538;758110755;0;0;0;0;877,583333333333
"2247";"41004019001P1";2247;4;1;1999;0;4;15;2;0;0;8;525;537564499;548245614;602702528;133333333;0;0;44444444;702,066666666667
"2248";"41004019002P8";2248;4;1;2006;0;3;9;0;0;0;481481481;71875;463858225;591666667;563939093;0;0;0;0;1170,11111111111
"2249";"41004019003P4";2249;4;1;2008;0;3;12;0;0;0;861111111;8125;583922956;46372549;680314889;0;0;0;0;877,583333333333
"2250";"41004019004P0";2250;4;1;2011;0;3;10;0;0;0;466666667;5;569444444;400833333;484236111;0;0;0;0;1053,1
"2251";"41004019005P7";2251;4;1;2013;1;3;10;5;5;1;7;535714286;586956522;493939394;57915255;5;5;1;366666667;1053,1
"2252";"41005015001P8";2252;4;1;1995;0;5;25;0;0;0;24;2;458333333;40297619;325327381;0;0;0;0;421,24
"2253";"41005015002P4";2253;4;1;1997;0;5;13;0;0;0;692307692;651162791;598809524;459444444;600431113;0;0;0;0;810,076923076923
"2254";"41005015003P0";2254;4;1;2000;0;4;12;0;0;0;472222222;558823529;563717532;341666667;484107488;0;0;0;0;877,583333333333
"2255";"41005015004P7";2255;4;1;2001;0;4;12;0;2;0;75;571428571;625;515196078;615406162;0;166666667;0;55555556;877,583333333333
"2256";"41005015005P3";2256;4;1;2003;0;5;15;0;0;0;533333333;325;520119803;496296296;468687358;0;0;0;0;702,066666666667
"2257";"41005015006P0";2257;4;1;2003;1;3;13;0;0;0;666666667;604166667;607142857;560897436;609718407;0;0;0;0;810,076923076923
"2258";"41005015007P6";2258;4;1;2001;1;3;13;0;0;0;897435897;557142857;633333333;406481481;623598392;0;0;0;0;810,076923076923
"2259";"41005015008P2";2259;4;1;2001;0;4;15;0;6;0;466666667;333333333;480092593;521568627;450415305;0;4;0;133333333;702,066666666667
"2260";"41005015010P7";2260;4;1;2007;0;4;14;1;5;20;476190476;571428571;685714286;348809524;520535714;71428571;357142857;1;476190476;752,214285714286
"2261";"41005015011P3";2261;4;1;2015;1;3;13;0;0;0;512820513;509803922;557142857;434313725;503520254;0;0;0;0;810,076923076923
"2262";"41006011002P0";2262;1;0;1997;0;4;12;0;0;0;527777778;523809524;645138889;369230769;51648924;0;0;0;0;877,583333333333
"2263";"41006011003P7";2263;1;0;1998;0;4;12;2;3;0;805555556;586956522;512539683;576785714;620459369;166666667;25;0;138888889;877,583333333333
"2264";"41006011004P3";2264;1;0;2001;0;4;16;0;0;0;4375;6875;53;427631579;520657895;0;0;0;0;658,1875
"2265";"41006011005P0";2265;1;0;2002;0;3;13;1;0;0;358974359;681818182;536904762;443589744;505321762;76923077;0;0;25641026;810,076923076923
"2266";"41006011006P6";2266;1;0;2000;0;5;13;0;0;0;769230769;710526316;563656223;483333333;63168666;0;0;0;0;810,076923076923
"2267";"41006011007P2";2267;1;0;2005;0;4;17;0;0;1;431372549;30952381;481237281;378703704;400209336;0;0;58823529;19607843;619,470588235294
"2268";"41006011009P5";2268;1;0;2008;0;3;9;2;2;1;296296296;794117647;486836442;46127451;509631224;222222222;222222222;111111111;185185185;1170,11111111111
"2269";"41006011011P0";2269;1;0;2011;0;3;11;0;0;0;757575758;789473684;587509078;444791667;644837547;0;0;0;0;957,363636363636
"2270";"41006011012P6";2270;1;0;2013;1;3;10;1;0;0;8;5;569444444;497395833;591710069;1;0;0;33333333;1053,1
"2271";"41007018001P0";2271;4;1;2007;0;3;15;0;0;0;355555556;52;560541311;443137255;46980853;0;0;0;0;702,066666666667
"2272";"41007018002P7";2272;4;1;2013;1;3;13;1;0;1;538461538;428571429;55015528;444444444;490408173;76923077;0;76923077;51282051;810,076923076923
"2273";"41007018004P0";2273;4;1;2013;0;3;12;4;5;0;916666667;666666667;569088319;408796296;640304487;333333333;416666667;0;25;877,583333333333
"2274";"41007018005P6";2274;4;1;2014;0;3;14;0;0;1;928571429;557692308;59375;357843137;609464218;0;0;71428571;23809524;752,214285714286
"2275";"41008014001P7";2275;4;1;2003;0;4;18;0;0;5;574074074;5;507825855;397222222;494780538;0;0;277777778;92592593;585,055555555556
"2276";"41008014002P3";2276;4;1;2007;0;3;11;0;0;0;515151515;692307692;593253968;522222222;580733849;0;0;0;0;957,363636363636
"2277";"41008014003P0";2277;4;1;2007;0;3;14;1;0;1;595238095;5;583035714;444444444;530679563;71428571;0;71428571;47619048;752,214285714286
"2278";"41008014004P6";2278;4;1;2009;0;4;17;0;3;0;647058824;441860465;546635611;525438596;540248374;0;176470588;0;58823529;619,470588235294
"2279";"41009010001P3";2279;1;0;2006;0;3;10;0;0;0;1;566666667;642857143;412121212;655411255;0;0;0;0;1053,1
"2280";"41015010001P0";2280;4;1;2001;0;4;14;1;1;1;952380952;608695652;647058824;507017544;678788243;71428571;71428571;71428571;71428571;752,214285714286
"2281";"41015010002P6";2281;4;1;2004;0;3;13;0;0;0;615384615;548387097;501834131;491111111;539179239;0;0;0;0;810,076923076923
"2282";"41015010003P2";2282;4;1;2005;0;6;16;4;0;0;4375;355555556;516376567;52;457358031;25;0;0;83333333;658,1875
"2283";"41015010004P9";2283;4;1;2011;0;3;9;12;0;0;814814815;333333333;593660969;410185185;537998575;1;0;0;333333333;1170,11111111111
"2284";"41015010006P1";2284;4;1;2014;0;3;13;0;0;0;769230769;596491228;565196078;43;590229519;0;0;0;0;810,076923076923
"2285";"41015010007P8";2285;4;1;2015;1;3;11;0;0;0;575757576;384615385;519738483;487179487;491822733;0;0;0;0;957,363636363636
"2286";"41016017001P6";2286;4;1;2005;0;3;12;2;0;0;833333333;533333333;85;423809524;660119048;166666667;0;0;55555556;877,583333333333
"2287";"41016017002P2";2287;4;1;2010;1;3;11;0;0;0;909090909;515151515;566666667;442948718;608464452;0;0;0;0;957,363636363636
"2288";"41016017003P9";2288;4;1;2012;0;3;13;0;0;0;820512821;6875;5375;506410256;637980769;0;0;0;0;810,076923076923
"2289";"41016017004P5";2289;4;1;2012;0;3;12;0;0;0;472222222;421052632;819444444;480555556;548318713;0;0;0;0;877,583333333333
"2290";"41016017005P1";2290;4;1;2014;1;3;13;0;0;1;717948718;680851064;641666667;419230769;614924304;0;0;76923077;25641026;810,076923076923
"2291";"41016017006P8";2291;4;1;2015;0;3;11;0;0;0;272727273;361111111;838383838;281818182;438510101;0;0;0;0;957,363636363636
"2292";"41016017007P4";2292;4;1;2015;0;3;14;0;0;1;523809524;760869565;672619048;459615385;60422838;0;0;71428571;23809524;752,214285714286
"2293";"41017013002P9";2293;1;0;2008;1;3;6;3;2;0;888888889;571428571;642857143;1;775793651;5;333333333;0;277777778;1755,16666666667
"2294";"41019016001P5";2294;4;1;2009;0;3;10;0;0;0;766666667;517857143;657894737;426515152;592233424;0;0;0;0;1053,1
"2295";"41019016002P1";2295;4;1;2013;0;3;13;0;0;0;897435897;517241379;574466056;548809524;634488214;0;0;0;0;810,076923076923
"2296";"41020014001P0";2296;3;0;2012;0;3;13;0;1;0;307692308;555555556;583333333;407051282;46340812;0;76923077;0;25641026;810,076923076923
"2297";"41020014002P6";2297;3;0;2013;0;3;16;0;0;0;666666667;483333333;6;3875;534375;0;0;0;0;658,1875
"2298";"41020014003P2";2298;3;0;2014;0;3;17;0;0;0;705882353;681818182;630606061;48030303;624652406;0;0;0;0;619,470588235294
"2299";"41020014004P9";2299;3;0;2014;0;3;16;1;0;0;75;697674419;507939218;435294118;597726939;625;0;0;20833333;658,1875
"2300";"41020014005P5";2300;3;0;2015;0;3;19;0;0;0;561403509;603773585;9;417916667;62077344;0;0;0;0;554,263157894737
"2301";"41020014007P8";2301;3;0;2015;0;3;16;0;0;0;875;666666667;736111111;518137255;698978758;0;0;0;0;658,1875
"2302";"41020014008P4";2302;3;0;2016;0;3;15;0;0;0;511111111;644444444;988095238;561764706;676353875;0;0;0;0;702,066666666667
"2303";"41020014009P0";2303;3;0;2016;0;3;13;0;0;0;846153846;794871795;578947368;485416667;676347419;0;0;0;0;810,076923076923
"2304";"42001013001P5";2304;3;0;1972;0;6;53;0;0;6;327044025;285714286;465590778;35766129;359002595;0;0;113207547;37735849;198,698113207547
"2305";"42001013002P1";2305;3;0;1964;0;7;66;6;0;0;151515152;177419355;908333333;487619048;431221722;90909091;0;0;3030303;159,560606060606
"2306";"42001013003P8";2306;3;0;1978;0;4;25;0;0;1;93333333;157894737;7;536858974;372021761;0;0;4;13333333;421,24
"2307";"42001013004P4";2307;3;0;1973;0;7;54;0;0;3;320987654;217741935;488973064;44066092;367090893;0;0;55555556;18518519;195,018518518519
"2308";"42001013005P0";2308;3;0;1968;0;7;41;0;0;0;18699187;163265306;302988388;313888889;241783613;0;0;0;0;256,853658536585
"2309";"42001013006P7";2309;3;0;1968;0;6;31;0;0;1;23655914;169014085;495365419;580555556;37037355;0;0;32258065;10752688;339,709677419355
"2310";"42001013008P0";2310;3;0;1978;0;6;19;0;0;2;456140351;195121951;508578431;384469697;386077608;0;0;105263158;35087719;554,263157894737
"2311";"42001013009P6";2311;3;0;1976;0;5;28;0;0;0;297619048;3125;510752688;475520833;399098142;0;0;0;0;376,107142857143
"2312";"42001013010P4";2312;3;0;1963;0;7;28;0;0;0;273809524;204301075;544444444;54837963;392733668;0;0;0;0;376,107142857143
"2313";"42001013011P0";2313;3;0;1996;0;5;23;0;0;0;31884058;451612903;536428571;581521739;472100948;0;0;0;0;457,869565217391
"2314";"42001013012P7";2314;3;0;1973;0;7;29;0;0;0;310344828;288888889;512499363;36952381;370314222;0;0;0;0;363,137931034483
"2315";"42001013013P3";2315;3;0;1972;0;5;17;0;0;0;37254902;141509434;634615385;366666667;378835126;0;0;0;0;619,470588235294
"2316";"42001013014P0";2316;3;0;1970;0;7;19;1;0;0;315789474;217391304;661616162;361111111;388977013;52631579;0;0;1754386;554,263157894737
"2317";"42001013015P6";2317;3;0;1969;0;6;24;0;0;1;458333333;291666667;682769424;443686869;469114073;0;0;41666667;13888889;438,791666666667
"2318";"42001013016P2";2318;3;0;1974;0;7;34;38;7;1;460784314;163963964;429182987;34384058;349442961;1;205882353;29411765;411764706;309,735294117647
"2319";"42001013017P9";2319;3;0;1976;0;5;28;0;0;0;226190476;351351351;402777778;505808081;371531922;0;0;0;0;376,107142857143
"2320";"42001013018P5";2320;3;0;1972;0;3;18;0;0;0;5;242424242;521862888;48377193;437014765;0;0;0;0;585,055555555556
"2321";"42001013020P0";2321;3;0;1972;0;4;21;1;0;0;396825397;342857143;47995523;535606061;438810958;47619048;0;0;15873016;501,47619047619
"2322";"42001013023P9";2322;3;0;1970;0;7;29;91;1;1;390804598;154761905;455233135;477439024;369559665;1;34482759;34482759;356321839;363,137931034483
"2323";"42001013025P1";2323;3;0;1972;0;5;47;0;0;9;411347518;284722222;665367965;4375;449734426;0;0;191489362;63829787;224,063829787234
"2324";"42001013026P8";2324;3;0;1970;0;6;18;0;0;1;592592593;28;485641999;395833333;438516981;0;0;55555556;18518519;585,055555555556
"2325";"42001013030P5";2325;3;0;1969;0;5;27;7;31;0;320987654;121212121;413186813;433602151;322247185;259259259;1;0;419753086;390,037037037037
"2326";"42001013031P1";2326;3;0;1973;0;6;63;0;0;2;243386243;160621762;470277149;371111111;311349066;0;0;31746032;10582011;167,15873015873
"2327";"42001013032P8";2327;3;0;1981;0;6;19;0;0;0;245614035;333333333;460846561;35;347448482;0;0;0;0;554,263157894737
"2328";"42001013033P4";2328;3;0;1973;0;5;18;0;0;1;462962963;333333333;514710145;431818182;435706156;0;0;55555556;18518519;585,055555555556
"2329";"42001013034P0";2329;3;0;1979;0;7;18;0;0;0;518518519;368421053;450556124;406060606;435889075;0;0;0;0;585,055555555556
"2330";"42001013035P7";2330;3;0;1965;0;5;22;2;1;0;363636364;211538462;324374496;440229885;334944801;90909091;45454545;0;45454545;478,681818181818
"2331";"42001013036P3";2331;3;0;1965;0;6;17;0;0;0;254901961;157142857;455782313;409166667;319248449;0;0;0;0;619,470588235294
"2332";"42001013037P0";2332;3;0;1965;0;6;13;0;0;0;333333333;395348837;290833333;386764706;351570052;0;0;0;0;810,076923076923
"2333";"42001013039P2";2333;3;0;1985;0;6;38;2;0;0;315789474;246753247;476207287;584722222;405868057;52631579;0;0;1754386;277,131578947368
"2334";"42001013042P3";2334;3;0;1985;0;5;29;0;0;0;252873563;163179916;489778795;439460784;336323265;0;0;0;0;363,137931034483
"2335";"42001013043P0";2335;3;0;1986;0;6;28;0;0;0;202380952;162790698;423386525;394285714;295710972;0;0;0;0;376,107142857143
"2336";"42001013044P6";2336;3;0;1987;0;7;16;0;0;0;458333333;214285714;454192547;468421053;398808162;0;0;0;0;658,1875
"2337";"42001013046P9";2337;3;0;1986;0;6;32;0;5;6;3125;229885057;436298469;46047619;359789929;0;15625;1875;114583333;329,09375
"2338";"42001013047P5";2338;3;0;1988;0;7;22;0;0;0;348484848;171875;462186122;366666667;337303159;0;0;0;0;478,681818181818
"2339";"42001013048P1";2339;3;0;1989;0;4;17;2;0;0;588235294;394736842;500539477;573015873;514131872;117647059;0;0;39215686;619,470588235294
"2340";"42001013049P8";2340;3;0;1990;0;5;19;0;0;0;473684211;226666667;480654762;353030303;383508986;0;0;0;0;554,263157894737
"2341";"42001013050P6";2341;3;0;1989;0;5;22;0;0;0;303030303;258064516;490261027;491025641;385595372;0;0;0;0;478,681818181818
"2342";"42001013051P2";2342;3;0;1989;0;5;31;0;0;1;387096774;135135135;452548037;564322917;384775716;0;0;32258065;10752688;339,709677419355
"2343";"42001013052P9";2343;3;0;1990;0;4;21;1;0;0;619047619;511627907;590909091;407407407;532248006;47619048;0;0;15873016;501,47619047619
"2344";"42001013053P5";2344;3;0;1991;0;5;42;1;0;0;23015873;114754098;333373115;473449612;287933889;23809524;0;0;7936508;250,738095238095
"2345";"42001013054P1";2345;3;0;1991;0;4;28;0;0;0;261904762;25;487317073;48655914;371445244;0;0;0;0;376,107142857143
"2346";"42001013055P8";2346;3;0;1991;0;5;24;0;0;2;694444444;474576271;534294872;331410256;508681461;0;0;83333333;27777778;438,791666666667
"2347";"42001013058P7";2347;3;0;1995;0;5;15;1;0;1;355555556;168141593;396825397;395833333;32908897;66666667;0;66666667;44444444;702,066666666667
"2348";"42001013059P3";2348;3;0;1994;0;6;15;6;2;24;555555556;404761905;545457849;403888889;47741605;4;133333333;1;511111111;702,066666666667
"2349";"42001013060P1";2349;3;0;1996;0;6;26;0;0;0;282051282;255319149;478169014;463095238;369658671;0;0;0;0;405,038461538462
"2350";"42001013062P4";2350;3;0;1995;0;5;20;0;0;0;616666667;292682927;461096096;348;429611422;0;0;0;0;526,55
"2351";"42001013063P0";2351;3;0;1995;0;4;17;0;0;0;294117647;15;456623932;542028986;360692641;0;0;0;0;619,470588235294
"2352";"42001013064P7";2352;3;0;1998;0;5;20;0;0;0;483333333;213333333;499904215;428;40614272;0;0;0;0;526,55
"2353";"42001013065P3";2353;3;0;1998;0;6;26;0;0;0;307692308;168539326;1;387745098;465994183;0;0;0;0;405,038461538462
"2354";"42001013066P0";2354;3;0;1998;0;6;21;0;0;1;365079365;355932203;454282407;455902778;407799188;0;0;47619048;15873016;501,47619047619
"2355";"42001013067P6";2355;3;0;1998;0;5;39;0;0;1;239316239;49180328;508403361;502991453;324972845;0;0;25641026;8547009;270,025641025641
"2356";"42001013068P2";2356;3;0;1998;0;6;28;7;0;0;392857143;271428571;508695652;498648649;417907504;25;0;0;83333333;376,107142857143
"2357";"42001013070P7";2357;3;0;1999;0;4;13;0;0;0;743589744;518518519;631719368;492156863;596496123;0;0;0;0;810,076923076923
"2358";"42001013071P3";2358;3;0;1999;0;5;26;0;0;0;602564103;575757576;536262626;571759259;571585891;0;0;0;0;405,038461538462
"2359";"42001013073P6";2359;3;0;2000;0;7;24;0;0;0;319444444;216666667;190104167;603205128;332355101;0;0;0;0;438,791666666667
"2360";"42001013074P2";2360;3;0;1999;0;6;21;0;0;0;507936508;318181818;532960199;491333333;462602965;0;0;0;0;501,47619047619
"2361";"42001013075P9";2361;3;0;1995;0;6;20;0;0;19;6;592592593;59903769;510763889;575598543;0;0;95;316666667;526,55
"2362";"42001013076P5";2362;3;0;2002;1;5;10;0;0;0;233333333;1;5625;529761905;58139881;0;0;0;0;1053,1
"2363";"42001013078P8";2363;3;0;2003;0;4;19;1;0;0;456140351;384615385;423571429;48115942;436371646;52631579;0;0;1754386;554,263157894737
"2364";"42001013081P9";2364;3;0;2005;1;4;17;0;0;0;333333333;548387097;513888889;536111111;482930108;0;0;0;0;619,470588235294
"2365";"42001013085P4";2365;3;0;1999;1;4;12;0;0;0;305555556;511627907;593253968;346078431;439128966;0;0;0;0;877,583333333333
"2366";"42001013089P0";2366;3;0;2005;1;5;17;5;3;26;470588235;492957746;605263158;369907407;484679137;294117647;176470588;1;490196078;619,470588235294
"2367";"42001013091P4";2367;3;0;2006;0;5;9;0;0;0;222222222;71428571;401190476;645833333;335168651;0;0;0;0;1170,11111111111
"2368";"42001013093P7";2368;3;0;2007;0;4;14;0;0;0;738095238;5;541666667;406111111;546468254;0;0;0;0;752,214285714286
"2369";"42001013096P6";2369;3;0;2007;0;4;18;8;1;3;518518519;437037037;515750916;451893939;480800103;444444444;55555556;166666667;222222222;585,055555555556
"2370";"42001013099P5";2370;3;0;2009;0;4;11;0;0;0;515151515;156862745;527083333;361111111;390052176;0;0;0;0;957,363636363636
"2371";"42001013100P3";2371;3;0;2012;1;4;6;0;0;0;555555556;333333333;631313131;452777778;493244949;0;0;0;0;1755,16666666667
"2372";"42001013101P0";2372;3;0;2011;0;4;18;0;0;0;574074074;326530612;607407407;405416667;47835719;0;0;0;0;585,055555555556
"2373";"42001013103P2";2373;3;0;2012;1;3;15;0;0;0;644444444;47826087;584677419;49375;550283183;0;0;0;0;702,066666666667
"2374";"42001013104P9";2374;3;0;2012;0;3;14;0;0;0;666666667;416666667;609583333;534848485;556941288;0;0;0;0;752,214285714286
"2375";"42001013105P5";2375;3;0;2014;0;4;21;18;0;0;349206349;285714286;528846154;524679487;422111569;857142857;0;0;285714286;501,47619047619
"2376";"42001013106P1";2376;3;0;2014;0;4;26;0;0;1;435897436;378378378;625352113;535277778;493726426;0;0;38461538;12820513;405,038461538462
"2377";"42001013107P8";2377;3;0;2015;0;3;13;0;0;0;41025641;370967742;491666667;427604167;425123746;0;0;0;0;810,076923076923
"2378";"42001013156P9";2378;3;0;2015;0;5;15;0;0;0;466666667;571428571;661361064;42254902;53050133;0;0;0;0;702,066666666667
"2379";"42001013158P1";2379;3;0;2016;0;3;11;0;0;0;424242424;636363636;7;635714286;599080087;0;0;0;0;957,363636363636
"2380";"42001013170P1";2380;3;0;2016;0;3;16;0;0;3;4375;777777778;803571429;503125;630493552;0;0;1875;625;658,1875
"2381";"42002010001P5";2381;3;0;1970;0;5;33;0;0;0;353535354;27480916;509530792;350520833;372099035;0;0;0;0;319,121212121212
"2382";"42002010003P8";2382;3;0;1974;0;6;24;12;3;18;138888889;203703704;473141534;346666667;290600198;5;125;75;458333333;438,791666666667
"2383";"42002010004P4";2383;3;0;1974;0;3;19;2;0;21;438596491;72;68;421428571;565006266;105263158;0;1;368421053;554,263157894737
"2384";"42002010007P3";2384;3;0;1971;0;5;25;0;0;4;306666667;214285714;541666667;459294872;38047848;0;0;16;53333333;421,24
"2385";"42002010008P0";2385;3;0;1972;0;4;20;1;8;10;483333333;4;350912002;485869565;430028725;5;4;5;316666667;526,55
"2386";"42002010009P6";2386;3;0;1975;0;4;15;0;0;0;622222222;657894737;537037037;627777778;611232943;0;0;0;0;702,066666666667
"2387";"42002010010P4";2387;3;0;1974;0;4;17;1;0;0;274509804;125;308333333;344791667;263158701;58823529;0;0;19607843;619,470588235294
"2388";"42002010012P7";2388;3;0;1985;0;6;36;22;0;0;203703704;105882353;390591547;437015504;284298277;611111111;0;0;203703704;292,527777777778
"2389";"42002010013P3";2389;3;0;1985;0;4;19;11;1;0;631578947;342105263;490516726;409027778;468307179;578947368;52631579;0;210526316;554,263157894737
"2390";"42002010014P0";2390;3;0;1988;0;5;28;0;0;0;285714286;132075472;61622807;413809524;361956838;0;0;0;0;376,107142857143
"2391";"42002010017P9";2391;3;0;1992;0;5;18;0;0;0;481481481;289473684;581707317;504166667;464207287;0;0;0;0;585,055555555556
"2392";"42002010019P1";2392;3;0;1994;0;4;18;1;0;4;240740741;147058824;365131579;426515152;294861574;55555556;0;222222222;92592593;585,055555555556
"2393";"42002010020P0";2393;3;0;1994;0;4;26;2;1;2;487179487;25;488649425;376851852;400670191;76923077;38461538;76923077;64102564;405,038461538462
"2394";"42002010025P1";2394;3;0;2003;0;4;19;0;0;2;368421053;311320755;427777778;375;370629896;0;0;105263158;35087719;554,263157894737
